55631.844341273 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
55631.944290239 -0.000182 -0.000425 0.000938 -0.017387 0.003034 -0.001543 0.999843
55632.044239273 -0.004017 -0.006431 0.002172 -0.042156 0.015738 -0.004284 0.998978
55632.144338273 -0.005439 -0.008369 0.002645 -0.051996 0.021835 -0.003416 0.998403
55632.244287211 -0.000052 0.000475 0.003055 -0.044724 0.002407 0.000087 0.998996
55632.344236273 0.001066 0.005289 0.001715 -0.037651 0.004237 0.003058 0.999277
55632.444335239 -0.000697 -0.000160 0.000805 -0.039530 0.010155 -0.003239 0.999162
55632.544284220 -0.002838 -0.009422 0.001241 -0.049407 0.019913 -0.004422 0.998570
55632.644233225 -0.001753 -0.018632 0.004443 -0.050741 0.015446 -0.011231 0.998529
55632.744182273 -0.000861 -0.020113 0.006559 -0.054622 0.013336 -0.013164 0.998331
55632.844281211 -0.001017 -0.019031 0.009695 -0.061985 0.008540 -0.016450 0.997905
55632.944230273 -0.002707 -0.018773 0.008952 -0.077109 0.013282 -0.013568 0.996842
55633.044179244 -0.004431 -0.020730 0.008501 -0.089369 0.017017 -0.014804 0.995743
55633.144278273 -0.006522 -0.024345 0.009018 -0.094625 0.016068 -0.023347 0.995109
55633.244227273 -0.006652 -0.025794 0.008885 -0.098015 0.016959 -0.025371 0.994717
55633.344176273 -0.005557 -0.025026 0.008919 -0.101592 0.016929 -0.023314 0.994409
55633.444125211 -0.006809 -0.023379 0.006906 -0.101689 0.018951 -0.023542 0.994357
55633.544224244 -0.008969 -0.024143 0.005833 -0.107092 0.025839 -0.025111 0.993596
55633.644173239 -0.006107 -0.019970 0.005603 -0.104681 0.019260 -0.015735 0.994195
55633.744122272 -0.003613 -0.017094 0.005057 -0.108889 0.028735 -0.010215 0.993586
55633.844221249 -0.003009 -0.017475 0.004313 -0.102909 0.036210 -0.013904 0.993934
55633.944170272 -0.001509 -0.018046 0.001827 -0.097946 0.034826 -0.012945 0.994498
55634.044115247 0.005825 -0.022087 0.001923 -0.095604 0.003300 -0.027362 0.995038
55634.144055452 0.009430 -0.025645 0.000069 -0.090682 -0.010413 -0.044264 0.994841
55634.244139446 0.008996 -0.031399 -0.004678 -0.098819 0.006189 -0.046236 0.994011
55634.344076552 0.011180 -0.031975 -0.004403 -0.103017 -0.007368 -0.049858 0.993402
55634.444013658 0.012341 -0.028773 -0.004997 -0.106738 -0.012402 -0.047762 0.993062
55634.544100741 0.015591 -0.026287 -0.004492 -0.110519 -0.020300 -0.039781 0.992870
55634.644037881 0.016988 -0.023113 -0.006051 -0.111401 -0.020859 -0.033473 0.992993
55634.743974953 0.018482 -0.022727 -0.009203 -0.113568 -0.017362 -0.034514 0.992779
55634.843912059 0.019466 -0.020584 -0.012472 -0.117632 -0.009820 -0.031125 0.992521
55634.943999181 0.020171 -0.017063 -0.013574 -0.117231 -0.005043 -0.027197 0.992719
55635.043940363 0.020179 -0.012464 -0.013875 -0.116745 0.002809 -0.024201 0.992863
55635.143889358 0.020464 -0.010502 -0.015948 -0.114515 0.035489 -0.024766 0.992479
55635.243988363 0.021492 -0.008556 -0.008688 -0.124636 0.014544 -0.039370 0.991314
55635.343937358 0.018083 -0.009253 0.000981 -0.146958 0.018125 -0.045491 0.987930
55635.443886391 0.011054 -0.016087 0.013435 -0.172248 0.014639 -0.064439 0.982835
